Dataset,Train loss,Train accuracy,Test loss,Test accuracy
ArrowHead,0.004756782203912735,1.0,1.1108299493789673,0.7200000286102295
Wine,0.009617933072149754,1.0,2.585664987564087,0.7592592835426331
OliveOil,0.009625743143260479,1.0,0.6616474390029907,0.800000011920929
Car,0.00011614474351517856,1.0,0.8166130185127258,0.8666666746139526
BeetleFly,0.0005643158801831305,1.0,0.3696978688240051,0.800000011920929
