Dataset,Train loss,Train accuracy,Test loss,Test accuracy
ArrowHead,0.0007741388399153948,1.0,0.916289210319519,0.7142857313156128
Wine,0.1362961232662201,0.9649122953414917,1.9043534994125366,0.5185185074806213
OliveOil,0.02735498733818531,1.0,0.671603798866272,0.800000011920929
Car,0.0005603806930594146,1.0,0.755207896232605,0.8166666626930237
BeetleFly,0.0007927557453513145,1.0,0.30958035588264465,0.8500000238418579
