Dataset,Train loss,Train accuracy,Test loss,Test accuracy
ArrowHead,0.181362122297287,1.0,0.6470029354095459,0.7085714340209961
Wine,0.6590652465820312,0.6315789222717285,0.6623831987380981,0.6111111044883728
OliveOil,1.2335171699523926,0.4333333373069763,1.2621992826461792,0.4000000059604645
Car,0.8521392941474915,0.7833333611488342,1.0001682043075562,0.6000000238418579
BeetleFly,0.039242252707481384,1.0,0.27160587906837463,0.8500000238418579
