Dataset,Train loss,Train accuracy,Test loss,Test accuracy
ArrowHead,0.001749525428749621,1.0,1.4315810203552246,0.7085714340209961
Wine,0.08835683763027191,0.9824561476707458,1.4411603212356567,0.5740740895271301
OliveOil,0.01380239613354206,1.0,0.505322277545929,0.8999999761581421
Car,0.00013060681521892548,1.0,0.8777686953544617,0.8333333134651184
BeetleFly,0.00021263821690808982,1.0,0.35055896639823914,0.800000011920929
