Dataset,Train loss,Train accuracy,Test loss,Test accuracy
ArrowHead,0.0005103126168251038,1.0,0.9577584266662598,0.7257142663002014
Wine,0.19093722105026245,0.9122806787490845,2.267665147781372,0.5555555820465088
OliveOil,0.0639943927526474,1.0,0.6702288389205933,0.7666666507720947
Car,0.00013281026622280478,1.0,0.8782780766487122,0.800000011920929
BeetleFly,0.0001850594417192042,1.0,0.605088472366333,0.75
